onset	duration	value	trial_type
30.7675	5	1	left
53.7388	5	1	right
77.9112	5	1	left
100.9562	5	1	right
122.9287	5	1	left
148.3600	5	1	left
170.4800	5	1	right
191.8162	5	1	left
215.6775	5	1	right
240.6175	5	1	right
262.8537	5	1	left
284.6400	5	1	left
309.7075	5	1	right
332.5938	5	1	right
