onset	duration	value	trial_type
30.1650	5	1	right
53.6238	5	1	left
77.9200	5	1	left
99.5888	5	1	right
124.7050	5	1	left
146.6912	5	1	right
169.7113	5	1	left
195.0625	5	1	right
219.7312	5	1	right
242.2988	5	1	left
267.3188	5	1	right
291.2013	5	1	left
315.5525	5	1	right
337.3413	5	1	left
