onset	duration	value	trial_type
29.8200	5	1	left
52.6050	5	1	right
77.1525	5	1	left
100.0088	5	1	right
121.9912	5	1	left
147.4137	5	1	left
169.5362	5	1	right
190.8787	5	1	left
214.7587	5	1	right
239.6788	5	1	right
261.9125	5	1	left
283.7013	5	1	left
308.7700	5	1	right
331.6475	5	1	right
