onset	duration	value	trial_type
32.6950	5	1	left
55.0388	5	1	right
79.7100	5	1	right
101.6188	5	1	left
127.1025	5	1	left
150.8400	5	1	left
171.9963	5	1	right
197.8688	5	1	right
220.1450	5	1	left
244.7125	5	1	right
267.6313	5	1	left
292.9675	5	1	right
315.8363	5	1	right
337.3225	5	1	left
