onset	duration	value	trial_type
40.1337	5	1	left
62.4700	5	1	right
87.1375	5	1	right
109.0563	5	1	left
134.5412	5	1	left
158.2750	5	1	left
179.4275	5	1	right
205.2950	5	1	right
227.5825	5	1	left
252.1488	5	1	right
275.0675	5	1	left
300.4025	5	1	right
323.2700	5	1	right
344.7563	5	1	left
