onset	duration	value	trial_type
39.0375	5	1	left
61.3738	5	1	right
86.0775	5	1	right
107.9613	5	1	left
133.5563	5	1	left
157.1788	5	1	left
178.3325	5	1	right
204.1987	5	1	right
226.4837	5	1	left
251.0525	5	1	right
273.9712	5	1	left
299.3050	5	1	right
322.1737	5	1	right
343.6600	5	1	left
