onset	duration	value	trial_type
31.8600	5	1	left
54.6463	5	1	right
78.9963	5	1	left
102.0487	5	1	right
124.0187	5	1	left
149.4512	5	1	left
171.5712	5	1	right
192.9075	5	1	left
216.7925	5	1	right
241.7088	5	1	right
263.9450	5	1	left
285.7312	5	1	left
310.7987	5	1	right
333.6837	5	1	right
